ID,CUBE_ID,COMBINATION_ID
10945,F_14_00_REF_FINREP_3_0,F_14_00_REF_FINREP_3_0_152900_REF
10946,F_04_10_REF_FINREP_3_0,F_04_10_REF_FINREP_3_0_152074_REF
10947,F_04_10_REF_FINREP_3_0,F_04_10_REF_FINREP_3_0_152095_REF
10948,F_07_01_REF_FINREP_3_0,F_07_01_REF_FINREP_3_0_150804_REF
10949,F_11_02_REF_FINREP_3_0,F_11_02_REF_FINREP_3_0_153363_REF
10950,F_07_02_REF_FINREP_3_0,F_07_02_REF_FINREP_3_0_150698_REF
10951,F_06_01_REF_FINREP_3_0,F_06_01_REF_FINREP_3_0_152552_REF
10952,F_04_07_REF_FINREP_3_0,F_04_07_REF_FINREP_3_0_151769_REF
10953,F_04_10_REF_FINREP_3_0,F_04_10_REF_FINREP_3_0_153157_REF
10954,F_04_10_REF_FINREP_3_0,F_04_10_REF_FINREP_3_0_153127_REF
10955,F_14_00_REF_FINREP_3_0,F_14_00_REF_FINREP_3_0_152771_REF
10956,F_07_01_REF_FINREP_3_0,F_07_01_REF_FINREP_3_0_150597_REF
10957,F_10_00_REF_FINREP_3_0,F_10_00_REF_FINREP_3_0_151010_REF
10958,F_07_01_REF_FINREP_3_0,F_07_01_REF_FINREP_3_0_150572_REF
10959,F_04_09_REF_FINREP_3_0,F_04_09_REF_FINREP_3_0_429141_REF
10960,F_10_00_REF_FINREP_3_0,F_10_00_REF_FINREP_3_0_10644_REF
10961,F_01_01_REF_FINREP_3_0,F_01_01_REF_FINREP_3_0_10898_REF
10962,F_14_00_REF_FINREP_3_0,F_14_00_REF_FINREP_3_0_11367_REF
10963,F_20_01_REF_FINREP_3_0,F_20_01_REF_FINREP_3_0_113140_REF
10964,F_11_01_REF_FINREP_3_0,F_11_01_REF_FINREP_3_0_151341_REF
10965,F_06_01_REF_FINREP_3_0,F_06_01_REF_FINREP_3_0_152519_REF
10966,F_11_02_REF_FINREP_3_0,F_11_02_REF_FINREP_3_0_67342_REF
10967,F_04_09_REF_FINREP_3_0,F_04_09_REF_FINREP_3_0_151722_REF
10968,F_07_01_REF_FINREP_3_0,F_07_01_REF_FINREP_3_0_441700_REF
10969,F_04_10_REF_FINREP_3_0,F_04_10_REF_FINREP_3_0_152138_REF
10970,F_09_01_REF_FINREP_3_0,F_09_01_REF_FINREP_3_0_155941_REF
10971,F_41_02_REF_FINREP_3_0,F_41_02_REF_FINREP_3_0_151193_REF
10972,F_11_02_REF_FINREP_3_0,F_11_02_REF_FINREP_3_0_151396_REF
10973,F_04_08_REF_FINREP_3_0,F_04_08_REF_FINREP_3_0_153508_REF
10974,F_13_01_REF_FINREP_3_0,F_13_01_REF_FINREP_3_0_429457_REF
10975,F_07_01_REF_FINREP_3_0,F_07_01_REF_FINREP_3_0_150582_REF
10976,F_11_01_REF_FINREP_3_0,F_11_01_REF_FINREP_3_0_151547_REF
10977,F_04_08_REF_FINREP_3_0,F_04_08_REF_FINREP_3_0_153485_REF
10978,F_04_01_REF_FINREP_3_0,F_04_01_REF_FINREP_3_0_11088_REF
10979,F_07_01_REF_FINREP_3_0,F_07_01_REF_FINREP_3_0_150593_REF
10980,F_06_01_REF_FINREP_3_0,F_06_01_REF_FINREP_3_0_150945_REF
10981,F_04_09_REF_FINREP_3_0,F_04_09_REF_FINREP_3_0_153079_REF
10982,F_07_01_REF_FINREP_3_0,F_07_01_REF_FINREP_3_0_150772_REF
10983,F_20_02_REF_FINREP_3_0,F_20_02_REF_FINREP_3_0_11228_REF
10984,F_10_00_REF_FINREP_3_0,F_10_00_REF_FINREP_3_0_151075_REF
10985,F_07_02_REF_FINREP_3_0,F_07_02_REF_FINREP_3_0_155411_REF
10986,F_31_01_REF_FINREP_3_0,F_31_01_REF_FINREP_3_0_39720_REF
10987,F_04_07_REF_FINREP_3_0,F_04_07_REF_FINREP_3_0_45670_REF
10988,F_20_01_REF_FINREP_3_0,F_20_01_REF_FINREP_3_0_112717_REF
10989,F_07_01_REF_FINREP_3_0,F_07_01_REF_FINREP_3_0_441678_REF
10990,F_14_00_REF_FINREP_3_0,F_14_00_REF_FINREP_3_0_11135_REF
10991,F_10_00_REF_FINREP_3_0,F_10_00_REF_FINREP_3_0_153275_REF
10992,F_14_00_REF_FINREP_3_0,F_14_00_REF_FINREP_3_0_11154_REF
10993,F_31_01_REF_FINREP_3_0,F_31_01_REF_FINREP_3_0_67731_REF
10994,F_07_01_REF_FINREP_3_0,F_07_01_REF_FINREP_3_0_150837_REF
10995,F_07_01_REF_FINREP_3_0,F_07_01_REF_FINREP_3_0_150592_REF
10996,F_04_10_REF_FINREP_3_0,F_04_10_REF_FINREP_3_0_152104_REF
10997,F_11_01_REF_FINREP_3_0,F_11_01_REF_FINREP_3_0_151338_REF
10998,F_11_02_REF_FINREP_3_0,F_11_02_REF_FINREP_3_0_153296_REF
10999,F_10_00_REF_FINREP_3_0,F_10_00_REF_FINREP_3_0_151007_REF
11000,F_11_02_REF_FINREP_3_0,F_11_02_REF_FINREP_3_0_153358_REF
11001,F_04_10_REF_FINREP_3_0,F_04_10_REF_FINREP_3_0_153197_REF
11002,F_04_07_REF_FINREP_3_0,F_04_07_REF_FINREP_3_0_151779_REF
11003,F_07_01_REF_FINREP_3_0,F_07_01_REF_FINREP_3_0_150634_REF
11004,F_14_00_REF_FINREP_3_0,F_14_00_REF_FINREP_3_0_11006_REF
11005,F_14_00_REF_FINREP_3_0,F_14_00_REF_FINREP_3_0_11363_REF
11006,F_13_01_REF_FINREP_3_0,F_13_01_REF_FINREP_3_0_429475_REF
11007,F_10_00_REF_FINREP_3_0,F_10_00_REF_FINREP_3_0_10713_REF
11008,F_04_09_REF_FINREP_3_0,F_04_09_REF_FINREP_3_0_153115_REF
11009,F_04_08_REF_FINREP_3_0,F_04_08_REF_FINREP_3_0_153498_REF
11010,F_31_01_REF_FINREP_3_0,F_31_01_REF_FINREP_3_0_67896_REF
11011,F_04_08_REF_FINREP_3_0,F_04_08_REF_FINREP_3_0_153517_REF
11012,F_31_01_REF_FINREP_3_0,F_31_01_REF_FINREP_3_0_152151_REF
11013,F_04_10_REF_FINREP_3_0,F_04_10_REF_FINREP_3_0_150412_REF
11014,F_14_00_REF_FINREP_3_0,F_14_00_REF_FINREP_3_0_151735_REF
11015,F_11_02_REF_FINREP_3_0,F_11_02_REF_FINREP_3_0_153337_REF
11016,F_10_00_REF_FINREP_3_0,F_10_00_REF_FINREP_3_0_152053_REF
11017,F_14_00_REF_FINREP_3_0,F_14_00_REF_FINREP_3_0_11357_REF
11018,F_10_00_REF_FINREP_3_0,F_10_00_REF_FINREP_3_0_151005_REF
11019,F_07_02_REF_FINREP_3_0,F_07_02_REF_FINREP_3_0_155382_REF
11020,F_07_01_REF_FINREP_3_0,F_07_01_REF_FINREP_3_0_150618_REF
11021,F_10_00_REF_FINREP_3_0,F_10_00_REF_FINREP_3_0_151936_REF
11022,F_11_02_REF_FINREP_3_0,F_11_02_REF_FINREP_3_0_151613_REF
11023,F_04_08_REF_FINREP_3_0,F_04_08_REF_FINREP_3_0_150415_REF
11024,F_11_02_REF_FINREP_3_0,F_11_02_REF_FINREP_3_0_151345_REF
11025,F_11_02_REF_FINREP_3_0,F_11_02_REF_FINREP_3_0_151571_REF
11026,F_31_01_REF_FINREP_3_0,F_31_01_REF_FINREP_3_0_152156_REF
11027,F_14_00_REF_FINREP_3_0,F_14_00_REF_FINREP_3_0_151739_REF
11028,F_09_02_REF_FINREP_3_0,F_09_02_REF_FINREP_3_0_84991_REF
11029,F_14_00_REF_FINREP_3_0,F_14_00_REF_FINREP_3_0_151982_REF
11030,F_01_02_REF_FINREP_3_0,F_01_02_REF_FINREP_3_0_113179_REF
11031,F_11_02_REF_FINREP_3_0,F_11_02_REF_FINREP_3_0_153371_REF
11032,F_11_02_REF_FINREP_3_0,F_11_02_REF_FINREP_3_0_151399_REF
11033,F_04_09_REF_FINREP_3_0,F_04_09_REF_FINREP_3_0_151726_REF
11034,F_14_00_REF_FINREP_3_0,F_14_00_REF_FINREP_3_0_152760_REF
11035,F_10_00_REF_FINREP_3_0,F_10_00_REF_FINREP_3_0_152055_REF
